O*NET-SOC Code,Element Name,Scale ID,Data Value,OCC_CODE,LV
17-3025.00,Reading Comprehension,IM,3.88,17-3025,4
17-3025.00,Active Learning,IM,3.75,17-3025,3.88
17-3025.00,Monitoring,IM,3.38,17-3025,3.75
17-3025.00,Science,IM,3.38,17-3025,3.75
17-3025.00,Speaking,IM,3.38,17-3025,4
17-3025.00,Judgment and Decision Making,IM,3.25,17-3025,3.62
17-3025.00,Complex Problem Solving,IM,3.12,17-3025,3.38
17-3025.00,Quality Control Analysis,IM,3.12,17-3025,3.38
17-3026.00,Reading Comprehension,IM,4,17-3026,4
17-3026.00,Active Listening,IM,3.88,17-3026,3.88
17-3026.00,Critical Thinking,IM,3.88,17-3026,3.88
17-3026.00,Complex Problem Solving,IM,3.75,17-3026,3.88
17-3026.00,Monitoring,IM,3.38,17-3026,3.88
17-3026.00,Speaking,IM,3.25,17-3026,3.75
17-3026.00,Systems Analysis,IM,3.25,17-3026,3.75
17-3026.00,Systems Evaluation,IM,3.25,17-3026,3.75
17-3026.00,Time Management,IM,3.25,17-3026,3.38
17-3026.00,Judgment and Decision Making,IM,3.12,17-3026,4
17-3026.01,Reading Comprehension,IM,3.62,17-3026,3.88
17-3026.01,Active Learning,IM,3.5,17-3026,3.62
17-3026.01,Active Listening,IM,3.5,17-3026,3.75
17-3026.01,Critical Thinking,IM,3.38,17-3026,3.75
17-3026.01,Monitoring,IM,3.38,17-3026,3.25
17-3026.01,Writing,IM,3.38,17-3026,3.75
17-3026.01,Complex Problem Solving,IM,3.25,17-3026,3.38
17-3026.01,Judgment and Decision Making,IM,3.25,17-3026,3.12
17-3026.01,Operations Monitoring,IM,3.25,17-3026,3.12
17-3026.01,Speaking,IM,3.25,17-3026,3.5
17-3027.00,Active Listening,IM,3.75,17-3027,3.88
17-3027.00,Critical Thinking,IM,3.75,17-3027,3.88
17-3027.00,Reading Comprehension,IM,3.75,17-3027,4.25
17-3027.00,Complex Problem Solving,IM,3.62,17-3027,3.5
17-3027.00,Speaking,IM,3.62,17-3027,3.75
17-3027.00,Operations Monitoring,IM,3.5,17-3027,3.25
17-3027.00,Writing,IM,3.5,17-3027,3.62
17-3027.00,Judgment and Decision Making,IM,3.38,17-3027,3.38
17-3027.00,Mathematics,IM,3.25,17-3027,3.38
17-3027.00,Quality Control Analysis,IM,3.25,17-3027,3.25
17-3027.01,Reading Comprehension,IM,3.62,17-3027,4
17-3027.01,Critical Thinking,IM,3.5,17-3027,3.38
17-3027.01,Speaking,IM,3.5,17-3027,3.38
17-3027.01,Active Listening,IM,3.25,17-3027,3.38
17-3027.01,Complex Problem Solving,IM,3.25,17-3027,3.25
17-3027.01,Operations Monitoring,IM,3.25,17-3027,3
17-3027.01,Quality Control Analysis,IM,3.25,17-3027,3.25
17-3027.01,Writing,IM,3.25,17-3027,3.25
17-3027.01,Judgment and Decision Making,IM,3.12,17-3027,3.25
17-3027.01,Mathematics,IM,3.12,17-3027,3.38
17-3029.01,Quality Control Analysis,IM,3.88,17-3029,4
17-3029.01,Reading Comprehension,IM,3.88,17-3029,3.88
17-3029.01,Active Listening,IM,3.62,17-3029,3.38
17-3029.01,Critical Thinking,IM,3.5,17-3029,3.62
17-3029.01,Monitoring,IM,3.38,17-3029,3.62
17-3029.01,Active Learning,IM,3.25,17-3029,3.62
17-3029.01,Operations Monitoring,IM,3.25,17-3029,3.12
17-3029.01,Writing,IM,3.25,17-3029,3.12
17-3029.01,Complex Problem Solving,IM,3.12,17-3029,3
17-3029.01,Judgment and Decision Making,IM,3.12,17-3029,3
17-3029.08,Reading Comprehension,IM,3.5,17-3029,3.75
17-3029.08,Active Listening,IM,3.38,17-3029,3.5
17-3029.08,Critical Thinking,IM,3.38,17-3029,3.62
17-3029.08,Operations Monitoring,IM,3.38,17-3029,3.12
17-3029.08,Quality Control Analysis,IM,3.38,17-3029,3.5
17-3029.08,Active Learning,IM,3.25,17-3029,3.38
17-3029.08,Equipment Maintenance,IM,3.25,17-3029,3
17-3029.08,Monitoring,IM,3.25,17-3029,3.25
17-3029.08,Complex Problem Solving,IM,3.12,17-3029,3.25
17-3029.08,Speaking,IM,3.12,17-3029,3.12
17-3031.00,Reading Comprehension,IM,3.88,17-3031,3.75
17-3031.00,Critical Thinking,IM,3.38,17-3031,3.25
17-3031.00,Mathematics,IM,3.25,17-3031,3.5
17-3031.00,Writing,IM,3.25,17-3031,3.5
17-3031.00,Active Listening,IM,3.12,17-3031,3.5
17-3031.00,Complex Problem Solving,IM,3.12,17-3031,3.12
17-3031.00,Monitoring,IM,3.12,17-3031,3.12
17-3031.00,Speaking,IM,3.12,17-3031,3.12
17-3031.00,Active Learning,IM,3,17-3031,3.12
17-3031.00,Coordination,IM,3,17-3031,3.12
19-1011.00,Reading Comprehension,IM,4.12,19-1011,4.88
19-1011.00,Complex Problem Solving,IM,4,19-1011,4.12
19-1011.00,Critical Thinking,IM,4,19-1011,4.25
19-1011.00,Judgment and Decision Making,IM,4,19-1011,4.5
19-1011.00,Science,IM,4,19-1011,4
19-1011.00,Writing,IM,4,19-1011,4.25
19-1011.00,Active Learning,IM,3.88,19-1011,4
19-1011.00,Active Listening,IM,3.88,19-1011,4
19-1011.00,Speaking,IM,3.88,19-1011,4.12
19-1011.00,Monitoring,IM,3.75,19-1011,3.88
19-1012.00,Active Listening,IM,4,19-1012,4
19-1012.00,Reading Comprehension,IM,4,19-1012,4.25
19-1012.00,Writing,IM,4,19-1012,4
19-1012.00,Complex Problem Solving,IM,3.88,19-1012,3.88
19-1012.00,Critical Thinking,IM,3.88,19-1012,4.25
19-1012.00,Monitoring,IM,3.88,19-1012,3.88
19-1012.00,Speaking,IM,3.88,19-1012,4
19-1012.00,Active Learning,IM,3.75,19-1012,3.88
19-1012.00,Judgment and Decision Making,IM,3.75,19-1012,3.88
19-1012.00,Science,IM,3.38,19-1012,3.38
19-1013.00,Active Learning,IM,4,19-1013,4.5
19-1013.00,Critical Thinking,IM,4,19-1013,4.38
19-1013.00,Reading Comprehension,IM,4,19-1013,5
19-1013.00,Science,IM,4,19-1013,4.88
19-1013.00,Speaking,IM,4,19-1013,4.62
19-1013.00,Active Listening,IM,3.88,19-1013,4.12
19-1013.00,Complex Problem Solving,IM,3.88,19-1013,4.25
19-1013.00,Writing,IM,3.88,19-1013,4.38
19-1013.00,Judgment and Decision Making,IM,3.75,19-1013,4.25
19-1013.00,Systems Analysis,IM,3.5,19-1013,3.88
19-1021.00,Science,IM,4.75,19-1021,5.12
19-1021.00,Reading Comprehension,IM,4.38,19-1021,5.25
19-1021.00,Critical Thinking,IM,4.25,19-1021,5.12
19-1021.00,Writing,IM,4.25,19-1021,5.12
19-1021.00,Active Learning,IM,4.12,19-1021,5.25
19-1021.00,Active Listening,IM,4.12,19-1021,4.38
19-1021.00,Complex Problem Solving,IM,4.12,19-1021,4.25
19-1021.00,Speaking,IM,4.12,19-1021,4.62
19-1021.00,Judgment and Decision Making,IM,4,19-1021,4.25
19-1021.00,Learning Strategies,IM,4,19-1021,4.38
19-1022.00,Science,IM,4.62,19-1022,5
19-1022.00,Reading Comprehension,IM,4.12,19-1022,5.12
19-1022.00,Critical Thinking,IM,4,19-1022,4.62
19-1022.00,Writing,IM,4,19-1022,4.88
19-1022.00,Active Learning,IM,3.88,19-1022,4.5
19-1022.00,Active Listening,IM,3.88,19-1022,4.12
19-1022.00,Speaking,IM,3.88,19-1022,4
19-1022.00,Judgment and Decision Making,IM,3.75,19-1022,3.88
19-1022.00,Complex Problem Solving,IM,3.62,19-1022,4
19-1022.00,Learning Strategies,IM,3.62,19-1022,3.75
19-1023.00,Active Listening,IM,4,19-1023,4
19-1023.00,Complex Problem Solving,IM,4,19-1023,3.88
19-1023.00,Critical Thinking,IM,4,19-1023,4
19-1023.00,Judgment and Decision Making,IM,4,19-1023,4.12
19-1023.00,Reading Comprehension,IM,4,19-1023,4.75
19-1023.00,Speaking,IM,4,19-1023,4
19-1023.00,Science,IM,3.88,19-1023,3.88
19-1023.00,Writing,IM,3.88,19-1023,4.12
19-1023.00,Coordination,IM,3.75,19-1023,3.25
19-1023.00,Active Learning,IM,3.62,19-1023,3.75
19-1029.01,Critical Thinking,IM,4.12,19-1029,4.38
19-1029.01,Reading Comprehension,IM,4.12,19-1029,4.88
19-1029.01,Active Listening,IM,4,19-1029,4.38
19-1029.01,Complex Problem Solving,IM,4,19-1029,4.25
19-1029.01,Speaking,IM,4,19-1029,4.25
19-1029.01,Writing,IM,3.88,19-1029,4.75
19-1029.01,Science,IM,3.75,19-1029,4.12
19-1029.01,Active Learning,IM,3.62,19-1029,4.25
19-1029.01,Judgment and Decision Making,IM,3.62,19-1029,4.25
19-1029.01,Mathematics,IM,3.5,19-1029,4.12
19-1029.02,Science,IM,4.75,19-1029,5
19-1029.02,Reading Comprehension,IM,4.38,19-1029,5.62
19-1029.02,Writing,IM,4.25,19-1029,5
19-1029.02,Critical Thinking,IM,4.12,19-1029,4.88
19-1029.02,Active Listening,IM,4,19-1029,4.62
19-1029.02,Complex Problem Solving,IM,4,19-1029,4.12
19-1029.02,Judgment and Decision Making,IM,4,19-1029,4.62
19-1029.02,Speaking,IM,4,19-1029,4.75
19-1029.02,Active Learning,IM,3.88,19-1029,4.62
19-1029.02,Learning Strategies,IM,3.88,19-1029,4.5
19-1029.03,Reading Comprehension,IM,4.25,19-1029,5
19-1029.03,Science,IM,4.12,19-1029,4.38
19-1029.03,Active Learning,IM,4,19-1029,4.12
19-1029.03,Active Listening,IM,4,19-1029,4
19-1029.03,Complex Problem Solving,IM,4,19-1029,4
19-1029.03,Critical Thinking,IM,4,19-1029,4.38
19-1029.03,Judgment and Decision Making,IM,4,19-1029,4
19-1029.03,Speaking,IM,4,19-1029,4.12
19-1029.03,Writing,IM,4,19-1029,4.88
19-1029.03,Learning Strategies,IM,3.88,19-1029,3.88
19-1029.04,Science,IM,4.62,19-1029,5
19-1029.04,Active Listening,IM,4,19-1029,4.12
19-1029.04,Critical Thinking,IM,4,19-1029,4.5
19-1029.04,Reading Comprehension,IM,4,19-1029,5
19-1029.04,Speaking,IM,4,19-1029,4.5
19-1029.04,Writing,IM,4,19-1029,4.88
19-1029.04,Active Learning,IM,3.88,19-1029,4.62
19-1029.04,Complex Problem Solving,IM,3.88,19-1029,4.25
19-1029.04,Mathematics,IM,3.75,19-1029,4.25
19-1029.04,Judgment and Decision Making,IM,3.62,19-1029,4
19-1031.00,Active Listening,IM,3.88,19-1031,3.75
19-1031.00,Reading Comprehension,IM,3.88,19-1031,3.88
19-1031.00,Complex Problem Solving,IM,3.62,19-1031,3.75
19-1031.00,Speaking,IM,3.62,19-1031,3.75
19-1031.00,Critical Thinking,IM,3.5,19-1031,3.75
19-1031.00,Science,IM,3.5,19-1031,3.5
19-1031.00,Writing,IM,3.5,19-1031,3.88
19-1031.00,Active Learning,IM,3.25,19-1031,3.38
19-1031.00,Judgment and Decision Making,IM,3.25,19-1031,3.5
19-1031.00,Monitoring,IM,3.25,19-1031,3.25
19-1031.02,Active Listening,IM,4,19-1031,4.12
19-1031.02,Reading Comprehension,IM,3.88,19-1031,4.12
19-1031.02,Critical Thinking,IM,3.75,19-1031,4
19-1031.02,Speaking,IM,3.75,19-1031,4
19-1031.02,Complex Problem Solving,IM,3.62,19-1031,4.12
19-1031.02,Judgment and Decision Making,IM,3.62,19-1031,3.88
19-1031.02,Monitoring,IM,3.62,19-1031,4.25
19-1031.02,Coordination,IM,3.5,19-1031,3.62
19-1031.02,Active Learning,IM,3.25,19-1031,3.62
19-1031.02,Negotiation,IM,3.25,19-1031,3.62
19-1031.03,Speaking,IM,4.12,19-1031,4.25
19-1031.03,Active Listening,IM,3.88,19-1031,4
19-1031.03,Reading Comprehension,IM,3.88,19-1031,4.12
19-1031.03,Social Perceptiveness,IM,3.75,19-1031,3.5
19-1031.03,Writing,IM,3.75,19-1031,4
19-1031.03,Critical Thinking,IM,3.62,19-1031,3.88
19-1031.03,Service Orientation,IM,3.5,19-1031,3.38
19-1031.03,Active Learning,IM,3.25,19-1031,3.25
19-1031.03,Instructing,IM,3.25,19-1031,3.25
19-1031.03,Judgment and Decision Making,IM,3.25,19-1031,3.25
19-1032.00,Active Listening,IM,4,19-1032,4
19-1032.00,Complex Problem Solving,IM,3.88,19-1032,4.12
19-1032.00,Critical Thinking,IM,3.88,19-1032,4
19-1032.00,Reading Comprehension,IM,3.88,19-1032,4
19-1032.00,Speaking,IM,3.88,19-1032,4
19-1032.00,Judgment and Decision Making,IM,3.75,19-1032,4.12
19-1032.00,Monitoring,IM,3.75,19-1032,4
19-1032.00,Writing,IM,3.75,19-1032,4.12
19-1032.00,Systems Analysis,IM,3.62,19-1032,4
19-1032.00,Systems Evaluation,IM,3.62,19-1032,3.75
19-1041.00,Complex Problem Solving,IM,4.25,19-1041,4.5
19-1041.00,Critical Thinking,IM,4.25,19-1041,4.62
19-1041.00,Judgment and Decision Making,IM,4.25,19-1041,4.38
19-1041.00,Reading Comprehension,IM,4.25,19-1041,5.12
19-1041.00,Active Listening,IM,4.12,19-1041,4.75
19-1041.00,Science,IM,4.12,19-1041,5
19-1041.00,Speaking,IM,4.12,19-1041,4.75
19-1041.00,Writing,IM,4.12,19-1041,4.62
19-1041.00,Active Learning,IM,4,19-1041,4.75
19-1041.00,Systems Analysis,IM,4,19-1041,4.12
19-1042.00,Writing,IM,4.25,19-1042,4.88
19-1042.00,Active Learning,IM,4.12,19-1042,5
19-1042.00,Science,IM,4.12,19-1042,5
19-1042.00,Speaking,IM,4.12,19-1042,4.38
19-1042.00,Active Listening,IM,4,19-1042,4.25
19-1042.00,Critical Thinking,IM,4,19-1042,4.75
19-1042.00,Judgment and Decision Making,IM,4,19-1042,4.25
19-1042.00,Reading Comprehension,IM,4,19-1042,5.25
19-1042.00,Complex Problem Solving,IM,3.88,19-1042,4.62
19-1042.00,Systems Analysis,IM,3.75,19-1042,4
19-2011.00,Reading Comprehension,IM,4.25,19-2011,5.12
19-2011.00,Science,IM,4.25,19-2011,5.12
19-2011.00,Critical Thinking,IM,4.12,19-2011,4.12
19-2011.00,Mathematics,IM,4.12,19-2011,5
19-2011.00,Writing,IM,4.12,19-2011,5
19-2011.00,Active Learning,IM,4,19-2011,4.88
19-2011.00,Active Listening,IM,4,19-2011,4.12
19-2011.00,Speaking,IM,4,19-2011,4.75
19-2011.00,Learning Strategies,IM,3.75,19-2011,4
19-2011.00,Judgment and Decision Making,IM,3.62,19-2011,3.88
19-2012.00,Science,IM,4.62,19-2012,5.75
19-2012.00,Mathematics,IM,4.25,19-2012,5.5
19-2012.00,Reading Comprehension,IM,4.25,19-2012,5.88
19-2012.00,Critical Thinking,IM,4.12,19-2012,4.88
19-2012.00,Speaking,IM,4.12,19-2012,4.75
19-2012.00,Active Learning,IM,4,19-2012,5.5
19-2012.00,Active Listening,IM,4,19-2012,4.75
19-2012.00,Writing,IM,4,19-2012,5
19-2012.00,Complex Problem Solving,IM,3.88,19-2012,4.88
19-2012.00,Learning Strategies,IM,3.88,19-2012,5
19-2021.00,Reading Comprehension,IM,4.12,19-2021,4.88
19-2021.00,Active Learning,IM,4,19-2021,4.12
19-2021.00,Active Listening,IM,4,19-2021,4.25
19-2021.00,Critical Thinking,IM,4,19-2021,4.12
19-2021.00,Science,IM,4,19-2021,4.88
19-2021.00,Speaking,IM,4,19-2021,4.38
19-2021.00,Complex Problem Solving,IM,3.88,19-2021,4
19-2021.00,Writing,IM,3.88,19-2021,4
19-2021.00,Judgment and Decision Making,IM,3.75,19-2021,3.88
19-2021.00,Mathematics,IM,3.38,19-2021,4
19-2031.00,Science,IM,4.12,19-2031,5.12
19-2031.00,Critical Thinking,IM,4,19-2031,4.25
19-2031.00,Reading Comprehension,IM,4,19-2031,5
19-2031.00,Speaking,IM,3.88,19-2031,4.12
19-2031.00,Active Listening,IM,3.75,19-2031,4
19-2031.00,Mathematics,IM,3.75,19-2031,4.5
19-2031.00,Writing,IM,3.75,19-2031,4.62
19-2031.00,Active Learning,IM,3.62,19-2031,4.25
19-2031.00,Complex Problem Solving,IM,3.62,19-2031,4.12
19-2031.00,Monitoring,IM,3.5,19-2031,3.88
19-2032.00,Active Listening,IM,4,19-2032,4.12
19-2032.00,Complex Problem Solving,IM,4,19-2032,4.12
19-2032.00,Critical Thinking,IM,4,19-2032,4.25
19-2032.00,Reading Comprehension,IM,4,19-2032,4.75
19-2032.00,Science,IM,4,19-2032,4.88
19-2032.00,Writing,IM,3.88,19-2032,4.38
19-2032.00,Active Learning,IM,3.75,19-2032,4
19-2032.00,Speaking,IM,3.75,19-2032,4.12
19-2032.00,Judgment and Decision Making,IM,3.62,19-2032,3.88
19-2032.00,Mathematics,IM,3.5,19-2032,3.88
19-2041.00,Active Listening,IM,4,19-2041,4.25
19-2041.00,Complex Problem Solving,IM,4,19-2041,4
19-2041.00,Reading Comprehension,IM,4,19-2041,4.75
19-2041.00,Science,IM,4,19-2041,4.5
19-2041.00,Speaking,IM,4,19-2041,4.12
19-2041.00,Writing,IM,4,19-2041,4.62
19-2041.00,Critical Thinking,IM,3.88,19-2041,4.25
19-2041.00,Active Learning,IM,3.75,19-2041,4
19-2041.00,Coordination,IM,3.62,19-2041,3.5
19-2041.00,Monitoring,IM,3.62,19-2041,4
19-2041.01,Reading Comprehension,IM,4.25,19-2041,4.25
19-2041.01,Active Listening,IM,4,19-2041,3.88
19-2041.01,Critical Thinking,IM,4,19-2041,4
19-2041.01,Speaking,IM,3.88,19-2041,4.25
19-2041.01,Writing,IM,3.88,19-2041,4.12
19-2041.01,Active Learning,IM,3.75,19-2041,3.88
19-2041.01,Complex Problem Solving,IM,3.75,19-2041,4.12
19-2041.01,Systems Evaluation,IM,3.62,19-2041,3.62
19-2041.01,Systems Analysis,IM,3.5,19-2041,3.88
19-2041.01,Time Management,IM,3.38,19-2041,3.38
19-2041.02,Critical Thinking,IM,4,19-2041,4.12
19-2041.02,Active Listening,IM,3.88,19-2041,4.12
19-2041.02,Complex Problem Solving,IM,3.88,19-2041,4
19-2041.02,Judgment and Decision Making,IM,3.88,19-2041,4
19-2041.02,Reading Comprehension,IM,3.88,19-2041,4.25
19-2041.02,Speaking,IM,3.88,19-2041,4.12
19-2041.02,Writing,IM,3.88,19-2041,4.25
19-2041.02,Monitoring,IM,3.75,19-2041,3.88
19-2041.02,Systems Analysis,IM,3.62,19-2041,3.88
19-2041.02,Active Learning,IM,3.5,19-2041,4
19-2041.03,Reading Comprehension,IM,4.12,19-2041,4.75
19-2041.03,Active Listening,IM,4,19-2041,4
19-2041.03,Speaking,IM,4,19-2041,4
19-2041.03,Writing,IM,4,19-2041,4.62
19-2041.03,Critical Thinking,IM,3.88,19-2041,4.25
19-2041.03,Complex Problem Solving,IM,3.75,19-2041,4
19-2041.03,Judgment and Decision Making,IM,3.75,19-2041,4.62
19-2041.03,Systems Analysis,IM,3.75,19-2041,4.12
19-2041.03,Active Learning,IM,3.62,19-2041,4
19-2041.03,Science,IM,3.62,19-2041,4.12
19-2042.00,Reading Comprehension,IM,4.12,19-2042,4.88
19-2042.00,Critical Thinking,IM,4,19-2042,4.25
19-2042.00,Science,IM,4,19-2042,4.62
19-2042.00,Speaking,IM,4,19-2042,4.38
19-2042.00,Active Listening,IM,3.88,19-2042,4.25
19-2042.00,Complex Problem Solving,IM,3.88,19-2042,4.12
19-2042.00,Judgment and Decision Making,IM,3.88,19-2042,4
19-2042.00,Writing,IM,3.88,19-2042,4.62
19-2042.00,Mathematics,IM,3.38,19-2042,4.12
19-2042.00,Active Learning,IM,3.25,19-2042,3.75
19-2043.00,Critical Thinking,IM,4,19-2043,4.5
19-2043.00,Active Listening,IM,3.88,19-2043,4
19-2043.00,Reading Comprehension,IM,3.88,19-2043,4.62
19-2043.00,Science,IM,3.88,19-2043,4.38
19-2043.00,Complex Problem Solving,IM,3.75,19-2043,4.12
19-2043.00,Mathematics,IM,3.75,19-2043,4.38
19-2043.00,Speaking,IM,3.75,19-2043,4.12
19-2043.00,Active Learning,IM,3.62,19-2043,4.38
19-2043.00,Writing,IM,3.62,19-2043,4.12
19-2043.00,Judgment and Decision Making,IM,3.5,19-2043,3.75
19-2099.01,Critical Thinking,IM,4,19-2099,4.38
19-2099.01,Reading Comprehension,IM,4,19-2099,4.75
19-2099.01,Active Listening,IM,3.88,19-2099,4
19-2099.01,Science,IM,3.88,19-2099,4
19-2099.01,Speaking,IM,3.88,19-2099,4.25
19-2099.01,Writing,IM,3.88,19-2099,4.62
19-2099.01,Complex Problem Solving,IM,3.75,19-2099,4.12
19-2099.01,Judgment and Decision Making,IM,3.75,19-2099,4.12
19-2099.01,Mathematics,IM,3.75,19-2099,4.12
19-2099.01,Systems Analysis,IM,3.62,19-2099,3.88
19-3011.00,Critical Thinking,IM,4.12,19-3011,4.75
19-3011.00,Mathematics,IM,4.12,19-3011,4.25
19-3011.00,Reading Comprehension,IM,4.12,19-3011,4.75
19-3011.00,Active Listening,IM,4,19-3011,4
19-3011.00,Judgment and Decision Making,IM,4,19-3011,4.12
19-3011.00,Speaking,IM,4,19-3011,4.38
19-3011.00,Writing,IM,4,19-3011,4.38
19-3011.00,Active Learning,IM,3.75,19-3011,4.12
19-3011.00,Complex Problem Solving,IM,3.75,19-3011,4.12
19-3011.00,Instructing,IM,3.25,19-3011,3.12
19-3011.01,Writing,IM,4.12,19-3011,4.38
19-3011.01,Active Listening,IM,4,19-3011,4.25
19-3011.01,Critical Thinking,IM,4,19-3011,4.25
19-3011.01,Mathematics,IM,4,19-3011,4.75
19-3011.01,Reading Comprehension,IM,4,19-3011,4.75
19-3011.01,Active Learning,IM,3.88,19-3011,4
19-3011.01,Complex Problem Solving,IM,3.62,19-3011,3.88
19-3011.01,Judgment and Decision Making,IM,3.62,19-3011,4
19-3011.01,Monitoring,IM,3.5,19-3011,3.75
19-3011.01,Speaking,IM,3.5,19-3011,4.12
19-3022.00,Critical Thinking,IM,4.12,19-3022,4.25
19-3022.00,Active Listening,IM,4,19-3022,4.12
19-3022.00,Reading Comprehension,IM,4,19-3022,4.25
19-3022.00,Speaking,IM,4,19-3022,4.12
19-3022.00,Writing,IM,4,19-3022,4.12
19-3022.00,Complex Problem Solving,IM,3.62,19-3022,3.75
19-3022.00,Judgment and Decision Making,IM,3.5,19-3022,3.75
19-3022.00,Mathematics,IM,3.5,19-3022,4.25
19-3022.00,Active Learning,IM,3.38,19-3022,4
19-3022.00,Coordination,IM,3.12,19-3022,3.25
19-3032.00,Active Listening,IM,4.38,19-3032,4.62
19-3032.00,Reading Comprehension,IM,4.38,19-3032,4.75
19-3032.00,Writing,IM,4.25,19-3032,4.88
19-3032.00,Critical Thinking,IM,4.12,19-3032,4.5
19-3032.00,Judgment and Decision Making,IM,4.12,19-3032,4
19-3032.00,Speaking,IM,4.12,19-3032,4.62
19-3032.00,Complex Problem Solving,IM,4,19-3032,4.12
19-3032.00,Systems Evaluation,IM,4,19-3032,4.5
19-3032.00,Active Learning,IM,3.88,19-3032,4.12
19-3032.00,Monitoring,IM,3.88,19-3032,4.25
19-3033.00,Reading Comprehension,IM,4.75,19-3033,4.38
19-3033.00,Social Perceptiveness,IM,4.38,19-3033,5
19-3033.00,Active Listening,IM,4.25,19-3033,4.88
19-3033.00,Critical Thinking,IM,4.25,19-3033,4.38
19-3033.00,Writing,IM,4.25,19-3033,4.25
19-3033.00,Speaking,IM,4.12,19-3033,4.25
19-3033.00,Active Learning,IM,3.88,19-3033,3.88
19-3033.00,Complex Problem Solving,IM,3.75,19-3033,3.75
19-3033.00,Judgment and Decision Making,IM,3.75,19-3033,3.75
19-3033.00,Monitoring,IM,3.75,19-3033,3.88
19-3034.00,Active Listening,IM,4.38,19-3034,4.5
19-3034.00,Reading Comprehension,IM,4.25,19-3034,4.75
19-3034.00,Speaking,IM,4.25,19-3034,4.25
19-3034.00,Critical Thinking,IM,4,19-3034,4.12
19-3034.00,Monitoring,IM,4,19-3034,4
19-3034.00,Social Perceptiveness,IM,4,19-3034,5
19-3034.00,Writing,IM,4,19-3034,4.12
19-3034.00,Judgment and Decision Making,IM,3.88,19-3034,4
19-3034.00,Complex Problem Solving,IM,3.75,19-3034,4
19-3034.00,Service Orientation,IM,3.75,19-3034,3.88
19-3039.02,Active Listening,IM,4.5,19-3039,4.62
19-3039.02,Reading Comprehension,IM,4.5,19-3039,5.38
19-3039.02,Writing,IM,4.38,19-3039,4.75
19-3039.02,Critical Thinking,IM,4.25,19-3039,4.62
19-3039.02,Judgment and Decision Making,IM,4.25,19-3039,4.38
19-3039.02,Speaking,IM,4.25,19-3039,4.75
19-3039.02,Complex Problem Solving,IM,4.12,19-3039,4.62
19-3039.02,Social Perceptiveness,IM,4.12,19-3039,4.88
19-3039.02,Active Learning,IM,3.88,19-3039,4.38
19-3039.02,Monitoring,IM,3.62,19-3039,4.12
19-3039.03,Active Listening,IM,4.38,19-3039,4.5
19-3039.03,Critical Thinking,IM,4.25,19-3039,4.38
19-3039.03,Judgment and Decision Making,IM,4.12,19-3039,4.25
19-3039.03,Reading Comprehension,IM,4.12,19-3039,4.75
19-3039.03,Social Perceptiveness,IM,4.12,19-3039,4.88
19-3039.03,Complex Problem Solving,IM,4,19-3039,4.12
19-3039.03,Speaking,IM,4,19-3039,4
19-3039.03,Writing,IM,3.88,19-3039,4.38
19-3039.03,Active Learning,IM,3.75,19-3039,4.38
19-3039.03,Service Orientation,IM,3.75,19-3039,4
19-3041.00,Active Listening,IM,4.12,19-3041,4.62
19-3041.00,Speaking,IM,4.12,19-3041,4.62
19-3041.00,Active Learning,IM,4,19-3041,4.25
19-3041.00,Critical Thinking,IM,4,19-3041,4.38
19-3041.00,Reading Comprehension,IM,4,19-3041,4.75
19-3041.00,Writing,IM,4,19-3041,4.75
19-3041.00,Learning Strategies,IM,3.88,19-3041,4.25
19-3041.00,Social Perceptiveness,IM,3.88,19-3041,4.38
19-3041.00,Complex Problem Solving,IM,3.62,19-3041,3.88
19-3041.00,Instructing,IM,3.62,19-3041,3.75
19-3051.00,Active Listening,IM,4.12,19-3051,4.38
19-3051.00,Judgment and Decision Making,IM,4.12,19-3051,4.25
19-3051.00,Speaking,IM,4.12,19-3051,4.25
19-3051.00,Critical Thinking,IM,4,19-3051,4.25
19-3051.00,Reading Comprehension,IM,4,19-3051,4.38
19-3051.00,Systems Analysis,IM,4,19-3051,4.12
19-3051.00,Writing,IM,3.88,19-3051,4.12
19-3051.00,Complex Problem Solving,IM,3.75,19-3051,4.12
19-3051.00,Systems Evaluation,IM,3.75,19-3051,4
19-3051.00,Social Perceptiveness,IM,3.62,19-3051,3.75
19-3091.00,Speaking,IM,4.25,19-3091,4.75
19-3091.00,Writing,IM,4.25,19-3091,5
19-3091.00,Active Listening,IM,4.12,19-3091,4.38
19-3091.00,Critical Thinking,IM,4.12,19-3091,4.75
19-3091.00,Reading Comprehension,IM,4.12,19-3091,5
19-3091.00,Active Learning,IM,3.88,19-3091,4.25
19-3091.00,Complex Problem Solving,IM,3.75,19-3091,3.88
19-3091.00,Monitoring,IM,3.5,19-3091,3.62
19-3091.00,Learning Strategies,IM,3.38,19-3091,3.88
19-3091.00,Instructing,IM,3.25,19-3091,3.62
19-3092.00,Reading Comprehension,IM,4.12,19-3092,4.75
19-3092.00,Writing,IM,4.12,19-3092,4.88
19-3092.00,Critical Thinking,IM,4,19-3092,4
19-3092.00,Speaking,IM,4,19-3092,4.38
19-3092.00,Active Listening,IM,3.75,19-3092,4.12
19-3092.00,Active Learning,IM,3.62,19-3092,4.12
19-3092.00,Judgment and Decision Making,IM,3.62,19-3092,3.62
19-3092.00,Complex Problem Solving,IM,3.5,19-3092,3.62
19-3092.00,Science,IM,3.38,19-3092,3.62
