review_id,user_id,business_id,stars,useful,funny,cool,text,date
g3H7-r9tI54ul_vhJxyj7w,tEAyeV0ZXXV2dYOFdN4AaA,MuKoTR56s6elHEI2wUkgJA,5,0,0,1,"Every kind of delicious!  I ordered several sides and they were all amazing....  beets perfectly spiced, carrots seasoned with a tasty pesto, and the leek soup so full of flavor and satisfying I had to order a second cup.  Even the decor is delightful.  Highly recommended!",2018-04-27 20:55:38
FPkSz-62P4KPrNT_9Mp9Fg,DHKHSBs-ocyCyyACdCbkpA,w6z28easvQLND722s4pNvw,4,0,0,0,"I went here on Friday night pretty close to when they were closing. They greeted us happily and we ordered our food. The waitress Mia, was very friendly and helpful. She explained everything to us and I settled on Pad Thai. We also ordered crab rangoon as an appetizer. The crab rangoon was crispy and had a ton of crab/cream cheese in it. When I received the Pad Thai it was beautiful. It was a light color and the vegetables that I ordered on it just popped. The chicken breast was cooked perfectly and complimented it so well. Everything was fresh. Seriously. Everything. The chicken and noodles had just been made and the vegetables, mint AND cilantro (thanks Mia) looked like they had just been picked. One of my friends had shrimp teriyaki and the shrimp were large. MK came out and introduced himself and told us that there was no rush for us to leave. Which was very kind. He talked a little about Saturday nights there and how they were going to add to the menu - and if we had any suggestions (I sincerely think he wants to know.). I gave them 4 stars because I think they should have a bigger menu. When we left he said goodbye to us each by name. Classy. I'll definitely be back.",2017-10-14 18:03:48
HJgyXy8_Qytn3C15DJD7UQ,GvIRprGOY7GwVCW6DJ6Kfw,6FvC6w810uf6O7Ocd6Wpog,5,1,0,0,"Crestwood lacked exceptional breakfast options. 

Enter: Yolklore. 

Everything I've had is delicious. ""Billy The Kid"" is the breakfast sandwich of my life. 

The juice is fresh, the coffee is fresh, the ingredients are local. What else would the eager breakfast goer want? 

Oh, you want treats, pastries, cream puffs? Yolklore has those too. These Yolklore treats are 5 star situations. 

All the employees are super nice. They are professionals on the griddle. 

Pro tip: seating is limited. Seating more than 4 people together can be a challenge. If that's the case, hit up the drive through with your huge order and meet your large group friends at your favorite park, or make the group hang a more intimate situation and come to Yolklore a few times with a friend or two.",2016-10-29 15:58:38
a3S8PC6Apbm8t09fZI1SQQ,fKDa4ldyi3saWmMGgtDkhA,zun6IVJa7wYe3wAPqWnPGw,5,0,0,0,"Carry out was quick and painless, had the regular poke that was quite filling! Great addition to the cwe.",2017-11-09 21:18:17
9HL8VDfZL5VNLZLr1Q2sHA,N_mlUKdFuFN6Z6LiDWfTdw,6FvC6w810uf6O7Ocd6Wpog,4,9,3,8,"I was unaware of this place's existence. Now, it's going to be a problem. Seriously, it is a trendy little clean, bright, fresh, breakfast joint hidden rudely in a strip mall! Confusing. 

I'm pushing 7 months pregnant, as of the time I write this, and I am going back for those pancakes- big dippers. You sometimes go out and get pancakes and they are kind of flat and rubbery... Almost as if they have been pre made and heated up, or microwaved. And, thus, remind me to only eat pancakes that we make at home. I was craving pancakes so I ordered the big dippers. I was initially skeptical about the concept that you get 6 pancakes that you tear up and dip in syrup. But, now that's the only way I want to eat pancakes- these stay fluffy and delicious and only need a tiny bit of syrup dipped on the edge. These are NOT those gross French toast sticks you get at the grocery store freezer aisle; they make it all right in front of you. 

They even have a drive through!!! Also, a created problem for me now, 

Husband got slinger on a sandwich and said it was delicious! 

But, seriously, there was a four year old sitting a few seats away from me (it's a big shared long table in the middle of the room) who got the kid's version of what I got (the Little Dippers) and proudly exclaimed, ""These pancakes are really good!!!"". Aren't four year olds the experts on pancakes? 

Also, I was fascinated by the idea that they have an old-school coffee ""club"" where you rent a mug on the wall with your name on it and come in and get coffee in your very own reserved mug.

Also, also, this joint makes custom cakes- gooey butter cake, cheesecake, cookie cakes, and.....wedding cakes!? (Yes, wedding cakes.) 

Go have breakfast here. Get pancakes. You need pancakes. Who doesn't need pancakes? Ok, maybe people who have issues with gluten, but everyone else.",2016-12-04 03:37:14
lse1McZYzvGurHCFRsYGZA,keEOiqNN_-3fvJL7OYSC_g,6FvC6w810uf6O7Ocd6Wpog,5,0,0,0,"We visited for the first time last week - great food, love that they locally source the ingredients! Wonderful decor and really like the European vibe with long tables shared with folks - will definitely go back again.",2016-09-09 17:13:14
ZysvcYxaeY22yBvUR14d2A,A94ivfwchCxwN4rcdoeuJQ,1wC41D8PLqOldFPUVAZ3tA,5,0,1,0,"Great looking building walking distance from SLU. The best sanwiches ever! They slap on the lettuce, and are always down to dish our more. The bread is cut super thick and oh so tasty.",2006-08-23 17:57:16
xce5nRuiSzRb2OgCSR7mpw,egq32AhpGsCk8PGuqKCtig,H1ZTsd_d-wvunsT3ZmoBvg,1,0,0,0,Just terrible. The Spaghetti Carbonara took forever to make and arrived as a bland pile in a bowl. Will not be back.,2014-10-31 23:56:45
4JLyCSUrPig82bCMcXAFlQ,9mrGK-xZP5n3vTny3uwW8w,XMGjDIAFbu9VSmWDs-Ev5w,3,0,0,0,"I'm very conflicted about this place.  The food was mostly excellent.  The service was mostly atrocious.  
When we arrived, the server took our order, but did not write anything down (this will come back later), and brought out our drinks.  The appetizer was correct, and was delicious; we asked for some water. Then the table next to us received their entrees, and we were told ours would be next... The table next to us finished their entire meal before we had a server come to us to let us know our order was coming.  Still no water, so we asked again.  
Eventually, the main course comes, and mine is not correct.  I had ordered the BBQ Beck Burger with onions and french fries.  I received a Beck Burger (no BBQ sauce), a pickle (no onions) and chips (no fries).  The server plopped down our food and left without saying a word.  I was hungry so started eating my burger.  The server comes back about 5 minutes later, and asked if I was supposed to have sauerkraut.  I said no, but it was supposed to have BBQ sauce, I should have had fries, and we were still waiting on water.  We received a look from the server that we were being jerks, and she said, ""well, that's basically the same (referencing the chips), but I'll get you some fries"".  She brings some BBQ sauce, fries, and water (finally!).
The burger was even better with the sauce.  The fries were dry and stale.
After we had finished our meal, the server came back and asked if I was finished, I said yes, and asked for the check.  The plates were removed, and the server left.  10 minutes later, the server returns, and asks if we would like anything else.  I again ask for the check.  Another while later, and the check finally arrives.
If it hadn't been for the horrible service, I would have given this place 5 stars.  But on that same note, if the food hadn't been so good, it would have only gotten 1 star.
So, if you don't mind waiting forever for food, it's really good.  Just be warned, the servers aren't too friendly.  It will be a long while before I will go again.",2012-04-30 20:33:27
6XjReRxI6e5lGBUoBVcCpA,7aXcaOncRyN9hr9sk5pKtQ,EO3HoKslg6FrWmp5yLWRxQ,5,0,0,0,"I have good customer service from S . county location and the work they do was not bad either, getting more things installed soon at s.county.",2014-04-20 13:37:08
hr1YMRK34NCzxrksMMfbCw,8335cvG3_f_fxDwKl5MdjQ,JgTSG4rIDf20Kgp6U_asng,2,0,0,0,"not sure if i was there on a /really/ bad night, but from my experience, this place doesn't hold a candle to pi (or even onesto).  the crust--perhaps the most important component on a deep dish pizza--lacked any distinctive flavor at all, and the limited amount of veggies were completely overwhelmed by the sauce.  i'm not saying the pizza was horrible; it's just that it didn't leave me wanting more.",2011-01-14 02:22:08
RfHDCgkQCGMHeRa2JjhKXA,K-WlQDqdu9uYth8QxKjVyA,Mbkt43sUBsvXRxmrJrZFhQ,4,0,0,0,"There are 2 things I try at every new restaurant, salad & chili.  Salad I check for fresh greens & chili I check for ground beef and spice.  This sports bar takes food seriously.  The salad was served with dressing on the side.  The chili was made with cubed beef, not ground beef.  It's spicy but not overwhelming the flavor with too much heat.  I will come back to explore more of the menu before I give the fifth star.",2018-06-10 17:36:39
q-uHD1Axlsbt8DewMroDpg,TFGyHxafBbPQ-2SWWQyOOA,Gw_PUqVT9e4AiC_kj9BJJw,2,3,2,0,Dumplings are pricey for their size and quality.  You can go to the large Asian grocery store next door and get frozen dumplings that are comparable.,2017-10-12 21:57:46
hP0wbwgsV-hBfnBcipIEJw,lMY8NBPyzlPbbu-KBYfD9A,_vRvoyDL4Q5gN7vkSZNNIQ,5,5,0,3,The smile perfecter. Dr. Harris is extremely knowledgable and involved with every service. I've been a patient for years and I hate I've gone to other dentist in the past; Dr. Harris has had to go-over and correct the work of former dentist. I am always happy with her work although I dread coming to sit in a dentist chair; at least I'm sitting in comfort and assured it'll all be done properly here.,2014-12-02 19:56:00
5wW7NJ-qk-MNggTrEkrUcA,5U6CkOa4oEjQoTmkMKUKBA,Gw_PUqVT9e4AiC_kj9BJJw,4,0,0,0,"I have been wanting to try soup dumplings after seeing them on so many food network shows.   So when I saw this opened up in STL I couldn't wait to try it.
I went in at the end of lunch rush....The place is very minimalist...and they serve soup dumplings...5 different kinds...but only soup dumplings.    I ordered 1 order of pork variety...not sure if I should get a second.  They come 6 to an order...except I believe the seafood has 8.  I was starving and they came out with a clear broth soup to start.   It was really light and delicious.   And would serve as a receptical for the soup that would eventually leak out of my dumpling...you want to slurp up every bit.    The  dumplings were small but amazing.   I could eat them all day every day.   I decided not to get a second order...but I've been craving them ever since.   I do wish there was something else to go with them...maybe a seaweed salad or spring rolls.   No alcohol, only bottled soda and water.     Still....good effin dumplings!",2017-10-27 05:11:16
ZzK9e8AVi0tYKoTqZL1JNw,TpcecfSymSdnrB8i2veYOA,6FvC6w810uf6O7Ocd6Wpog,5,0,0,0,Been there 3 times in a week. Looking forward to try everything on the menu and start over! Breakfast is now my favorite meal.,2016-09-07 15:04:09
uwb9WC5toQByA6DFCXVPfg,wOfHJbCillYMve5ftIWpeg,zun6IVJa7wYe3wAPqWnPGw,5,0,0,0,"Minimal wait on a Thursday at 1pm. Everything looked fresh. Keep things simple and don't overload the bowl with sauce and you can taste each individual ingredient you add. Kind of feels like a subway for poke. Crafting my bowl was done in about a minute. Nice if you're in a hurry. Street parking is a little difficult to find since it's in the central west end, which is my only gripe, but certainly worth it for a fast and unique lunch or dinner option.",2018-07-12 19:06:52
CNzovrIzr5J2ZUPDgEyGnw,plTcU1A50Qp8Z0ywiZP77A,-yu4koRugjxrnsey25oIuw,5,0,0,0,"I was looking for a lunch spot near the Boeing plant on a work trip and Yelp came up with Ol' Henry.  Man, am I glad it did!  I came in thinking I'd just try some things since I wasn't that hungry and wound up rolling out of there after polishing off the one meat lunch special.  I had the ribs, green beans, and mac and cheese.  The ribs were great, and a huge portion for a lunch special.  The green beans were the best I've ever had, which is a weird thing to say about green beans, but completely true.  I don't know what they made those things with, but I'd say, if your kids won't eat their vegetables, just bring them here and change their minds.  Everyone working there was super friendly and helpful, probably the best service I had my entire trip.  If I come back here for work, you can be sure I'll be back to Ol' Henry for lunch.",2017-04-08 16:36:00
KKV08erBSsK_kNWeBcIDIQ,qWYEuBZP7av55tewg3PXKg,JgTSG4rIDf20Kgp6U_asng,4,3,0,1,"Famished all day, I was on a mission to find a new place to eat, but something fairly close to home. I felt adventurous, but NOT that adventurous to go too far.

After living in the Tower Grove area for nearly 2 years, I finally decided to give Black Thorn a shot. All I've heard were good things minus the long wait people usually endure when coming here.

Jason and I got here around 7:30. To our surprise there was not a line nor was it insanely busy like we had anticipated. Another thing we had not anticipated was the set up of the place.

You have to place your order at the bar, get your own drinks from the bar, and pay all before you receive your pizza if you aren't going to keep an open tab. It basically has the same concept as a Bread Co. or Qdoba. Once you order, they'll bring you your pizza out.

We ordered a 12 inch Chicago style sausage and pepperoni pizza and a bowl of caesar salad to hold us over until the pizza came out. Little did we know that we were going to wait 30 minutes to receive the salad, then an additional 30 minutes after that for our pizza. As mentioned before, it was not busy. It had a few patrons, but not enough to cause the wait like we had to.

8:30pm. Pizza is out. We're ready and holy hot damn, am I excited! The pizza lived up to the hype I had hoped for. The time spent waiting was well worth every bite I ate. I think the only downside is the wait time. I don't know how long it takes to cook the pizzas. I'd assume awhile considering how thick the crusts are, but still, could they not have told us?

As far as the attitude of the bartender, I have to agree with Aimee K. The girl looked like she had a blank stare on her face, and she didn't seem too pleasant to talk to. I asked her when our salad was going to come out, and her reply was, ""when we get to it."" I went back to my seat and continued to wait without questioning. I didn't want anything to happen to our beloved deep dish pizza!

Anyway, aside from that, I like Black Thorn. The rustic looking 1980s dive bar setting who outlived its hay day truly adds character to this place. It has darts, hurling, and a juke box. You can't go wrong, especially in this hipster neighborhood.

Come check it out and you'll see what I mean.",2012-01-05 05:25:02
TtjHt2sI7mlPxejGAIulEg,zyvxtbh5eJ86bVgk52Yflg,gEJ3a8-m6VB827e6GHromw,5,4,2,2,"This is an excellent addition to their other locations. This location is huge. I have not been to their downtown location, but I would guess it is three times the size of their Clayton location. There is ample seating both at community tables and smaller tables. 

The food was excellent as always, and the portion size is very generous. One calzone is certainly enough to share between multiple people! Although they still have some kinks to work out with meal timing, the service overall was fantastic. I had a misunderstanding with my order and one of the cooks came out personally to address it, which I really appreciated.

I'm so glad this restaurant came to the Grove, it fits right in and will certainly be successful. Stop in when you get the chance.",2016-11-10 03:39:53
QgaWzblNZWKwr-MOksABNA,rNDNECo5mAceL9JBvQduJA,KR3JxgQ4ZhcqUC6aNsUCEA,5,3,0,1,"The Island is great. I am genuinely shocked that more St. Louisans do not frequent this place. Why go wait in line at Trops and be forced to sit there and finish your drink, when you could stop in The Island and take a nice frozen drink (I prefer the Arnold Palmer) with you for a stroll around Soulard? Their frozen yogurt is top notch, too. Their employees are always friendly and helpful. I think big things may be on the horizon for this joint.",2015-09-09 19:30:17
g0nJtDfVW0q0PlPXGIva6Q,GSzcoW7GsvRg7so60qE1UA,gEJ3a8-m6VB827e6GHromw,4,0,0,0,"Great food and atmosphere, especially for fast casual.  You order at the counter and they bring the food to the table.  Ceasar salad and beets with green salad were both great.  Family had four different calzones-all trendy and delicious.  Not your grandfathers calzone place!  Good beer and soda selection.  Wine list is shorter, but their suggestion for wine for a calzone was spot one.  Thanks!!",2018-03-25 12:07:44
tKTrAxnoB29d2yvsaxqSsw,eEZ-p7GNY0iORJs3eUnwXA,0CeDwvLyRVgr-fq-DHk1sQ,5,0,0,0,"Amazing. Grew up here, and went to this location mane times. It has been a little while since I've been back , but very few people across the country know about Lion's Choice, and it's delicious. The seasoning, roast beef, toasted hot dog, and crushed ice are stand outs. This place is a huge St.louis perk.",2013-09-09 02:29:13
-4_kSg1dY9s0vgbHuCBoyQ,luYbHv9UZA_9SOwpRuHopw,JgTSG4rIDf20Kgp6U_asng,4,0,0,0,"Takeout service: I've ordered takeout of the Chicago deep dish pizza on a number of occasions. Each time has been on point with timing estimates - the usual 45 minutes.

Interiors - as the other reviews will tell you, this location is under renovation. I applaud that, as it appears it needed a facelift, and they're achieving that.

Chicago Deep Dish - the closest to true deep dish I've had, outside of Chicago. I always order the pizza with sausage; call it reminiscing my college days in Chicago! The cheese and crust are just what you should expect form a good deep dish pizza. Their sauce, although a rich blend of spices, is all their own, and ""distinct"" as Black Thorn's Dave has stated in some of these reviews.

In short, give this neighborhood spot a shot!",2017-12-06 01:44:07
SGPEso6I-kpzSktkSXefsg,UIRL1CPOvP8HtSMI-xhPeg,Z2ltNYVxmLaLGNVB7yFWQA,1,0,0,0,"Of course, here is the obligatory zero star statement!!!

Deserves zero stars...

So after being a member of the emerald club for around 20 years or more, with the past couple of years being an executive level member, I had to make changes in my drop off plans for my rental car.

What does tha mean? It means that I have to pay triple the rate I had for a one week rental. That means going from just under $300 for one week to almost $1,000.00 just to drop it off 200 miles away from the pickup location.

Well, talk about a ripoff!!  Yeah, I did have to change the reservation, but I didn't really expect to get screwed like this. Talk about butt hurt!!!

Well National, you just lost a longtime loyal customer.

Good riddance...",2016-01-31 02:25:47
GG6nLMj3SognpnSI_tjeZA,U4VztkalSD4NBISX-7wXmw,FMuJ_VDsJU_wjGi0V9J_Bw,5,0,0,0,"I love this little all you can eat Indian restaurant!  Delicious food, small restaurant but the staff is very friendly and nice.  The food is delicious and is hot.  The staff continued to make sure the food was in good supply.  I can't wait to go back.",2017-05-15 21:18:32
UdFaMUlEbc45O_ZvHm_DjQ,pCyn5GBBOyfxOxiuCN8pAA,gAJJIUBV9354DsTLmRS2Vw,5,0,0,0,After visiting several furniture stores in the area I was pleasantly surprised with the options and prices at Slumberland. The staff was very helpful & not pushy. I left the store with a new mattress & was very happy with how easy the process was!,2017-07-30 01:22:16
tohPZLnWB4u_KweiUzzu0Q,GjgnAR3ie7sl4WexkPVnsQ,KR3JxgQ4ZhcqUC6aNsUCEA,4,0,0,0,"As a Californian, I love my fro yo, and I miss Yogurtland more than I can express, but The Island hits the spot well enough.  Many of the flavors don't quite reach what they proclaim to be, tasting instead like nondescriptly sweet frozen stuff, but that's what the sample cups are for, and the flavors rotate frequently.  

The toppings selection is pretty nifty, including a range of crushed candy bars, fruits, cereals, cookies, cookie dough bites, brownie bites, and more.  But who am I kidding?  Half the time, I get fro yo as an excuse to load up on cookie dough bites anyway, so The Island pretty much had me sold on that.

I've never tried the boozy slushies, though, because I live so close to Trops.",2016-04-01 22:24:46
l7DdZMl_qsSRob2fXPrKog,KtLPSbnAqFoL0KAHWv7wKQ,7x7JGZ7nMLYcL7EY2J0QVw,1,1,0,1,So I recently found out they were charging me for cleaning cloths but they're apparently free. Does anyone else pay for cleaning cloths at this location?,2015-09-25 10:45:51
j8ZbskTNnCkMxxwwZvUmYA,V9SKuqHtakhNtEMKhD7iwA,Mbkt43sUBsvXRxmrJrZFhQ,4,1,0,1,"This is the half order of brisket nachos. Half. Order. It's a ton of food. Also pictured is the Smokehouse burger. This is our first visit here. Great place to come to see a game as there are numerous TVs and friendly wait staff as well. Charles was our server and he made a couple of great recommendations. We also tried the Honey Fiery Shrimp as an appetizer. Some at our table liked it better than others. I prefer to taste the shrimp and this could have been any protein fried and drowned in sauce. Tasty?  Yes. Shrimp?  Not really. 
We will be back. And ask for Charles.",2018-04-06 01:23:30
T3yk-uQpMzi5bNZYRsyoTA,4B4z3skPVlAcN8axHl5KnA,6FvC6w810uf6O7Ocd6Wpog,5,0,0,0,"Awesome fast casual breakfast place. All the meals are about $9, and they give you a lot of food. Much more interesting and higher quality than standard diner fare. Great cookies and baked sweets too.",2016-12-04 18:58:34
jfZRlbWTETOZKp9uAkmm8g,r_SXOQl6_-UknAH3z-fKcg,JgTSG4rIDf20Kgp6U_asng,3,0,0,0,"We came here because of some of the great reviews of this place. The pizza was good but there was some kind of spice in the marinara sauce, I think, that ruined it for both of us. It might have been oregano or something else. I think this is a good place to try once and check it out but I doubt we will ever repeat it...I will go with 3 stars, taking into consideration the cleanliness of the place as well...",2015-10-20 23:54:02
hzL9TxUhxqWyE6w5wMfg2g,CmOy6-YzHEiQX9k1Zd_6Dw,JgTSG4rIDf20Kgp6U_asng,1,0,0,0,"From Chicago and read the great reviews about this place, tastes like it was ordered from Dominos. I eat alot and I denied leftovers. The Ceasar Salad was good.",2008-01-05 19:35:57
Qp7V1ya72qYQwT2ewd8beA,Hn4WwR1K737-qu4pvQ96hA,Dt26KHsIfgnS1q52HKgIcw,5,0,0,0,Great local business! Same day service and very friendly installers who know a lot about glass.,2017-05-01 18:00:15
9X2cecgcNUQFkNieZ3OUmw,AlmaAHdB-ThvoCcx22Xedw,-bGw8ARHQucKWEHEkxpGFw,4,1,0,0,A coworker took me here for lunch. Super friendly atmosphere. Huge fan of the veggie sandwich and the seasonal salad. Definitely recommend for lunch.,2012-11-07 21:29:21
rq_zgrfiCl_FkG_UlFerXQ,We1tUrRCCZcKPTlWLE72Ig,Cu4Aph95PGwAN1arOhqXTw,5,0,0,0,Always a treat for the kids and us. Very reasonable. Big selection of frozen yogurt and toppings.,2015-01-07 00:15:53
Dr9VZh5MPtWVfYvyqdIJOA,h5TJ1blyy0sC064MSt0RHg,QrO4-F28JK4mQLP3eDbQ0A,3,0,0,0,"I love all of the Bailey's restaurants so was very excited to see the new concept in the old space. The decor is absolutely beautiful. It felt warm and inviting but also very modern and fun. We started our meal with the crab cake and the corn dogs. I was a bit surprised to see a crab cake appetizer with only one crab cake. I think it would have been better to have two smaller crab cakes to make it easier to share (it is an appetizer). However, the flavor of it was very good. The corn dogs were also good, but the portion size felt very off to me. It was served with five corn dogs, but they were almost the size of my palm. This required us to use a knife to eat them, so then the breading was falling off, making it somewhat strange to eat. I would have liked to see this served differently. For our meals, we both ordered the jambalaya. I enjoyed the sausage and tiny shrimp in the dish and felt it added some much needed texture. I found myself seeking those bites out and stopping when they were gone. I was surprised at the dish it was served in. It essentially came out in a boat instead of a bowl, which I felt was an odd choice. Our server, while a nice person, was not very helpful in terms of recommending items on the menu. For a new restaurant, I wanted to hear the house recommendations or customer favorites so far. They also went missing for about thirty minutes after we were served our main dishes and we had to flag someone down to get our check. I really wanted to love this restaurant but it fell a little short of my expectations. The food was good, but not as good as I was expecting for the price, and service was inconsistent. I will probably give it another shot since I love the Bailey's restaurants and think the New Orleans inspired cuisine is something our city needs, but am not in a hurry to return.",2018-01-21 19:29:49
gYiNqFwM73k0t1lZY22ZNg,3n5HLGP4MvrB2xiqsFKXag,-yu4koRugjxrnsey25oIuw,5,0,0,0,The restaurant was very clean the staff very polite and helpful. I ordered the fried chicken and it was one of the best chicken I have ever had. The fries were crispy and perfectly seasoned. The mac and cheese was very creamy and the corn bread was outstanding. I will definitely be a regular.,2017-08-17 22:25:00
la7hfaSg30vrW3lkloCWAQ,hqAVuQzMt8KTezKeqCdQCA,gEJ3a8-m6VB827e6GHromw,5,0,0,0,Great atmosphere and cool artwork waiting on our food but looks very promising! This store is on the corner inside the grove shopping area. Plenty of seating and honestly don't have much to say only doing it because yelp is telling me to write more. I could write more after eating but anyway there customizable options with a creative menu,2017-02-22 19:27:27
yRZ-GUc15hQZmbOzqgzEjA,Ax8miQDiYN10Mf7aEz_zlg,Mwo6_kET9zmL4WItyeMj9w,2,2,0,0,The food always comes out fresh but expect to wait in the drive-thru for at least 20+ minutes.  Steak 'N Shakes have always been notorious for long drive-thru lines but this is a little excessive.,2016-02-01 00:17:56
PeiPxv7qOoNnmDtPJPXibA,aNl2gZaetNEw5M8Ed_xSqg,MuKoTR56s6elHEI2wUkgJA,3,0,0,0,"I was expecting to be wowed but just wasn't. I ordered the chicken tenders with mac-n-cheese and cornbread. The chicken and mac-n-cheese were okay.  Cornbread was very good. My husband ordered a burger. The char on his burger made it taste like charcoal. Sauce on it was very good though.

The service was excellent. People were extremely friendly. Plenty of seating and a relaxed atmosphere.",2018-03-17 19:41:04
agEr5wexNrcA1P58xJ9y2w,q1dwm1lTCASg2_wDSzFRXA,w6z28easvQLND722s4pNvw,2,1,0,0,"Darn it! I was really hoping that this would be our new convenient neighborhood takeout spot. The premise sounded so good and I LOVE bubble tea. Unfortunately, the Pad Thai and Stir Fry were just mediocre and I didn't love the sweet sauce that came alongside it. And the bubble tea was super sugary and out of a carton. Very disappointed - this neighborhood needs something like this, but (at least for me) MK's misses the mark.",2017-09-01 17:51:30
-UXUrOTYO0NYUVYBjrznSQ,wlT_-8tIK24eoii_K-PYAQ,9qxMhGWjGsuPUoQB3Y74Wg,1,0,1,0,"I come to this Mcdonald's because it's closest to where I live and I always have an awful experience. Today, it took over 15 minutes to get my food after ordering at the drive thru. Then, when they finally brought out the food, it was completely the wrong order. They then brought out the ""correct"" order, which was still the wrong thing. By that time, I was sick of waiting and knew that the chances of getting the right order were slim to none. This is the worst McDonald's I've ever been to. It's embarrassing that no matter when I come, they are never able to prepare the right order.",2017-03-05 19:19:43
k7bnvkrKbvOv_QfqRnVOpw,LBBDnlZzfaslPxlulJmjcw,Cu4Aph95PGwAN1arOhqXTw,2,0,0,0,They need to bring back the scale. The prices of the different size cups are not worth it.,2017-03-16 04:15:19
f4cpHb2XUk8wsZ-xSSMKCQ,12GYpq-9B-LRjGeWTwArFA,JgTSG4rIDf20Kgp6U_asng,4,2,0,0,"Too much cheese in my opinion, but I've learned to order light cheese and extra sauce. The sauce itself I could literally eat with a spoon...so good. I really wish pineapple was a topping option!   It does take a while to get it, roughly an hour or so, but there's lots to do while you wait. Fun bar atmosphere with way better than average bar pizza!",2014-06-28 16:09:54
TImNPbF5M0yYd4zMTIApfQ,h1KzT38UnfzR7maSi7oVUw,JgTSG4rIDf20Kgp6U_asng,3,1,0,0,"I can't see anyone complaining about this joint but there are apparently some jackasses that work there. I got lucky and went on a night where the staff was just unhappy to be working a shit job. I can accept that. It's the same any crappy bar you go to at 9pm on a weeknight. Those folks are going to have to clean up vomit later and they know it.

Upon arrival it is in fact a dirty dive. There are only a couple people working. You seat yourself and order at the bar. It will take a minute for your order to be taken and your draft to be poured. No one is going to come check on you. It's loud. People are going in and out smoking constantly. But it's a bar, you get what you asked for when you walked through the door.

Still trying to figure out why the pizza sauce is brown and spicy but I like it, and none of that provel BS thank you very much! Is it the best in STL? No way, Pi is much better and yet that's not saying much. STL pizza 2 out of 10. Chicago 9 out of 10.",2012-02-03 01:35:20
yhDj4JsUjD7uYTFnya5-jg,lBBX8efannGlVc3OK7v4zA,gEJ3a8-m6VB827e6GHromw,5,0,0,0,The dough itself is perfect then stuffed with goodness of your choice. The variety of sauces on the side are brilliant! Making every taste bud happy.,2018-02-02 16:45:01
mZr612p3BtKkLDA6k0_kTw,cRXAcpohSABL6c-Je8cgIw,0Zvrh9rCrThh1ZwGaTbDjA,5,0,0,0,OMG! Hubby treated me to a couples stone massage for my birthday. The massages were excellent and perfect. Special attention was paid on my knees and neck. The vibration tables were an amazing experience. Sound Stone is becoming part of our dating life.,2016-04-24 01:50:29
6wNZv8sODRFP-VoY0IErJQ,DZTtyW9j_msQ_8Ph0RDGHA,JgTSG4rIDf20Kgp6U_asng,5,0,0,0,"The best Chicago style pizza I have ever had. That's right, you heard me Chicagoans: the best. The pepper sauce is outstanding, the crust is delicious, and the atmosphere is a blast. It does take about 45 minutes to get a pie, but if you go either early (before 7) or late (I think they're still cooking after 10) it's not too bad.

If I could have packed the Black Thorn up and took it with when we moved to Minneapolis, I would have.",2007-06-14 19:31:45
xPHabD4oH9IZwNz6QDF8fg,C91NkKEWg-c1gcoz8TX2Ww,MuKoTR56s6elHEI2wUkgJA,3,0,0,0,"I had high hopes for this place but coming from a southern family I've been spoiled. The chicken tenders were dry, the mac & cheese was good, the herb beef was excellent, the cauliflower side was good, the green bean casserole was OK, and the cornbread was just OK. Positive: extremely fast service!",2017-12-16 19:54:09
9zw87XZVJ73FaKlZCa38Jg,8RgOu1xfIYeNHTWtW4FaMQ,0z45rM2paE-O-6w63GEi6g,4,3,0,3,"Again the company paid for us to move with United - much happier with the service. Though in Austin initally 2 guys moved everything that took 3 or 4 guys - unitl a couple more came late. 

Pretty much no damage or excessive mess. 

In LA - more movers helped. 

I would use them again.

Compared with another mover, it was butter. 

One regret is that I gave the tip to the driver in Austin and asked him to give the rest to the guy who did most of the moving. Give the tip directly to them - I wish I had because I don't like wondering.",2007-12-18 23:22:31
jPj3kHKk273rNYq0rMJi3g,Jlu-K93hQysv8RlYlOmeCg,zun6IVJa7wYe3wAPqWnPGw,4,0,0,0,"Got a delicious bowl today! Small, salmon and spicy tuna. Portion is quite big! The bubble tea wasn't the most amazing thing ever, but I'll come back for the bowls. Quite a line for takeout, be prepared to wait.",2018-06-21 19:54:17
JbK3NQN03FhkK_RMxyLj9w,HQxWPs0oBHwGaKqsw_dxiw,H1ZTsd_d-wvunsT3ZmoBvg,1,1,2,2,"I had 30 minutes prior to my flight boarding. I thought, well, here's a bar where I can see when they line us up like cattle to board. I thought, I'll have a couple beers while I wait. Two draft beers cost me 23.98 plus tax and tip. That's over $15 a pint. Ridiculous.",2015-10-20 15:57:22
